time,song_bpm,walking_bpm,step_event
00:00:04.470,120.0,120.0,True
00:00:05.171,120.0,85.71,True
00:00:05.174,120.59065062213283,121.34233686970401,False
00:00:05.221,120.61202136396659,166.9,True
00:00:05.276,121.1656602990557,183.72820301574066,False
00:00:05.376,122.17158881544364,183.72820301574066,False
00:00:05.477,123.18141547559989,183.72820301574066,False
00:00:05.578,124.18535796522391,168.23300628187482,False
00:00:05.678,125.13714978031548,131.65650000313894,False
00:00:05.746,125.03018616485154,141.18,True
00:00:05.779,125.24853419200775,133.06584229909765,False
00:00:05.879,125.83822518867026,133.06584229909765,False
00:00:05.979,126.3598692207276,133.06584229909765,False
00:00:06.080,126.82739780411087,133.06584229909765,False
00:00:06.182,127.24859456782328,133.06584229909765,False
00:00:06.283,127.00218567851229,111.62168827320937,False
00:00:06.364,126.20421805248907,126.78,True
00:00:06.384,126.197938613039,125.73263242624499,False
00:00:06.485,126.1697253605168,125.73263242624499,False
00:00:06.585,126.14310946632743,125.73263242624499,False
00:00:06.686,126.11806012192474,125.73263242624499,False
00:00:06.786,126.09453911631049,125.73263242624499,False
00:00:06.887,125.9064669855737,114.68432651766624,False
00:00:06.982,124.71525461669698,132.45,True
00:00:06.988,124.74513662242633,131.51524610983762,False
00:00:07.089,125.21564734608967,131.51524610983762,False
00:00:07.189,125.64242682377231,131.51524610983762,False
00:00:07.290,126.02006680757127,131.51524610983762,False
00:00:07.390,126.36628289148143,131.51524610983762,False
00:00:07.490,126.4588123709813,118.29241453870289,False
00:00:07.591,125.30107268023382,98.56813179065777,False
00:00:07.629,124.59810077679222,98.32,True
00:00:07.691,130.22638064456166,164.34753437061735,False
00:00:07.792,137.1148045559768,164.34753437061735,False
00:00:07.892,141.76152222629383,164.34753437061735,False
00:00:07.993,145.1672538091013,164.34753437061735,False
00:00:08.094,145.35851054732566,129.0148184034266,False
00:00:08.195,143.59827489948847,106.22704363756088,False
00:00:08.220,142.96309141859882,97.01,True
00:00:08.271,141.41179687878557,128.07,True
00:00:08.295,141.17130289492238,125.59706032861932,False
00:00:08.396,140.21470043367867,125.59706032861932,False
00:00:08.496,139.3272775208157,125.59706032861932,False
00:00:08.597,138.48816530056888,125.59706032861932,False
00:00:08.698,137.69936880468072,125.59706032861932,False
00:00:08.799,136.76460192484925,113.67386043032492,False
00:00:08.871,135.4315706827654,127.12,True
00:00:08.899,135.28454814398256,127.1239786662322,False
00:00:08.999,134.78964533115828,127.1239786662322,False
00:00:09.100,134.32127263246667,127.1239786662322,False
00:00:09.201,133.88293210299116,127.1239786662322,False
00:00:09.301,133.47044947343628,127.1239786662322,False
00:00:09.402,132.809965709382,112.95121331618213,False
00:00:09.501,131.06589443675972,128.34,True
00:00:09.504,131.0565129312457,127.3705127518564,False
00:00:09.604,130.83262050695234,127.3705127518564,False
00:00:09.705,130.6203763275164,127.3705127518564,False
00:00:09.807,130.42109310531794,127.3705127518564,False
00:00:09.907,130.23487094064745,127.3705127518564,False
00:00:10.008,129.9557879854543,118.39804434382626,False
00:00:10.108,128.6084362268384,98.81808565026965,False
00:00:10.123,128.35264020715232,126.12,True
00:00:10.208,128.0801412635504,123.20836604427238,False
00:00:10.309,127.78429438054637,123.20836604427238,False
00:00:10.409,127.50549881190878,123.20836604427238,False
00:00:10.510,127.24602409209263,123.20836604427238,False
00:00:10.610,126.99832521332735,123.19345757197635,False
00:00:10.711,126.07129487978345,102.12316709830367,False
00:00:10.756,125.30037494807101,95.28,True
00:00:10.811,127.17951016429123,147.1094365514856,False
00:00:10.912,129.9168522362066,147.1094365514856,False
00:00:11.012,132.03346585887698,147.1094365514856,False
00:00:11.113,133.76887331361422,147.1094365514856,False
00:00:11.214,134.67281408038625,130.93206635408407,False
00:00:11.315,133.65870725718784,107.30221265992473,False
00:00:11.378,132.40539574010162,95.69,True
00:00:11.415,131.59949508384332,95.5847535773249,False
00:00:11.516,129.37355392519314,95.5847535773249,False
00:00:11.616,127.32034438303965,95.5847535773249,False
00:00:11.717,125.38233656953315,95.5847535773249,False
00:00:11.818,123.56322822679196,95.5847535773249,False
00:00:11.918,121.86031724665162,95.5847535773249,False
00:00:11.993,120.65506701293522,96.27,True
00:00:12.019,120.26228055155956,96.06142104144634,False
00:00:12.119,118.79463817770065,96.06142104144634,False
00:00:12.219,117.4155739401062,96.06142104144634,False
00:00:12.320,116.110656890571,96.06142104144634,False
00:00:12.421,114.88760186729961,96.06142104144634,False
00:00:12.521,113.73805901400513,96.06142104144634,False
00:00:12.609,112.7972209987982,96.54,True
00:00:12.622,112.66419111685396,96.36280825803092,False
00:00:12.722,111.67554130523388,96.36280825803092,False
00:00:12.823,110.7362808061802,96.36280825803092,False
