time,song_bpm,walking_bpm
00:00:00.829,72.72676410452776,0
00:00:00.856,70.55028824729274,0
00:00:00.895,67.37529285807798,0
00:00:01.050,57.43657534477934,0
00:00:01.081,55.76904018785119,0
00:00:01.446,41.712868392211774,0
00:00:01.481,40.61094024359957,0
00:00:01.531,39.272160032284354,0
00:00:01.558,38.62947449824389,0
00:00:01.597,37.71339477775377,0
00:00:01.870,32.15643731885044,0
00:00:01.893,31.75030755723416,0
00:00:02.559,23.475855828542777,0
00:00:02.577,23.331544624695674,0
00:00:02.599,23.117219895572195,0
