# meta: {"smoothing_window": 3, "stride": 1, "run_type": "dynamic"}
time,song_bpm,walking_bpm,step_event,instant_bpm
00:00:00.038,120.0,120.0,False,
00:00:05.324,120.0,120.0,False,
00:00:05.425,120.0,120.0,False,
00:00:05.527,120.0,120.0,False,
00:00:05.627,120.0,120.0,False,
00:00:05.728,120.0,120.0,False,
00:00:05.828,120.0,120.0,False,
00:00:05.930,120.0,120.0,False,
00:00:06.031,120.0,120.0,False,
00:00:06.132,120.0,120.0,False,
00:00:06.233,120.0,120.0,False,
00:00:06.334,120.0,120.0,False,
00:00:06.435,120.0,120.0,False,
00:00:06.535,120.0,120.0,False,
00:00:06.636,120.0,120.0,False,
00:00:06.708,120.0,120.0,True,0.0
00:00:06.737,120.0,120.0,False,
00:00:06.838,120.0,120.0,False,
00:00:06.938,120.0,120.0,False,
00:00:07.038,120.0,120.0,False,
00:00:07.139,120.0,120.0,False,
00:00:07.240,119.9244768523758,112.84879966709236,False,
00:00:07.263,119.78971306615456,106.57,True,106.57
00:00:07.341,119.15617129770222,106.57,False,
00:00:07.442,118.38743593575784,106.57,False,
00:00:07.543,117.6615970327867,106.57,False,
00:00:07.645,116.98054343566156,106.57,False,
00:00:07.746,116.34365166304157,106.57,False,
00:00:07.776,116.15766065752761,111.52,True,116.96
00:00:07.846,115.96096662823217,111.52,False,
00:00:07.947,115.68962639288314,111.52,False,
00:00:08.048,115.43442149778089,111.52,False,
00:00:08.148,115.19636721505977,111.52,False,
00:00:08.234,115.00273142266687,117.34,True,131.0
00:00:08.248,115.00273142266687,114.91944366891909,False,
00:00:08.349,115.00273142266687,114.91944366891909,False,
00:00:08.449,115.00273142266687,114.91944366891909,False,
00:00:08.549,115.00273142266687,114.91944366891909,False,
00:00:08.649,115.00273142266687,114.91944366891909,False,
00:00:08.751,115.00273142266687,114.91944366891909,False,
00:00:08.851,114.45464105874706,97.31390702253556,False,
00:00:08.952,113.44298334390331,83.59722372628444,False,
00:00:09.054,112.4270150211494,73.23110123282625,False,
00:00:09.154,111.42602892190624,65.2583461304481,False,
00:00:09.255,110.41875572473216,58.81488326568616,False,
00:00:09.287,110.10138244897533,89.02,True,57.09
00:00:09.355,109.3404205582813,91.91466771451479,False,
00:00:09.456,108.27269595159106,91.91466771451479,False,
00:00:09.556,107.27686688161882,91.91466771451479,False,
00:00:09.658,106.3323312836106,91.91466771451479,False,
00:00:09.759,105.44997611626687,91.91466771451479,False,
00:00:09.859,104.62509878695384,91.91466771451479,False,
00:00:09.959,103.83480692191408,89.20555597895151,False,
00:00:10.060,102.55735040580596,77.56136439425833,False,
00:00:10.161,100.74598167686032,68.64832558399631,False,
00:00:10.261,98.56550831118821,61.579380477638715,False,
00:00:10.356,96.2662358668902,69.77,True,56.02
00:00:10.362,96.17945000782005,73.91492981450001,False,
00:00:10.464,94.81285314546344,73.91492981450001,False,
00:00:10.550,93.71410540499195,77.75,True,310.88
00:00:10.565,93.57284851718578,78.17596830784143,False,
00:00:10.666,92.62874954453572,78.17596830784143,False,
00:00:10.766,91.75203928881508,78.17596830784143,False,
00:00:10.867,90.92154660050132,78.17596830784143,False,
00:00:10.968,90.14398638578946,78.17596830784143,False,
00:00:11.068,89.4172093694819,78.17596830784143,False,
00:00:11.168,88.73470450035812,78.17596830784143,False,
00:00:11.268,88.09448842434162,78.17596830784143,False,
00:00:11.369,87.40243635370955,73.2438254115301,False,
00:00:11.446,86.5946769094585,83.33,True,66.96
00:00:11.470,86.58345036483396,85.87619214725471,False,
00:00:11.571,86.54027551928213,85.87619214725471,False,
00:00:11.584,86.53469231731448,146.58,True,431.65
00:00:11.671,97.41425962448082,142.1327452961263,False,
00:00:11.773,107.42198987401515,142.1327452961263,False,
00:00:11.873,114.44069029245645,142.1327452961263,False,
00:00:11.973,119.22433187788127,142.1327452961263,False,
00:00:12.073,121.33979574847909,122.75167415314361,False,
00:00:12.173,120.73735350068064,101.89273372512739,False,
00:00:12.275,119.08761199291563,86.95071595083101,False,
00:00:12.374,116.80913520429574,98.63,True,75.95
00:00:12.379,116.77604408112661,106.66243098989386,False,
00:00:12.480,116.15398756004971,106.66243098989386,False,
00:00:12.581,115.57384329286758,106.66243098989386,False,
00:00:12.683,115.02578876008847,106.66243098989386,False,
00:00:12.784,114.51305516783216,106.66243098989386,False,
00:00:12.883,114.04219087873562,125.26,True,118.11
00:00:12.887,114.0906484498828,125.32533286202337,False,
00:00:12.988,115.1533799301999,125.32533286202337,False,
00:00:13.088,116.04856932814079,125.32533286202337,False,
00:00:13.189,116.82628554511484,125.32533286202337,False,
00:00:13.273,117.39638261509141,106.76,True,154.64
00:00:13.290,117.449623739119,122.29122925719045,False,
00:00:13.391,117.74320576617444,122.29122925719045,False,
00:00:13.491,118.01934314450827,122.29122925719045,False,
00:00:13.591,118.27943864859684,122.29122925719045,False,
00:00:13.692,118.52355198589596,122.29122925719045,False,
00:00:13.793,118.68758306834415,115.41997000509087,False,
00:00:13.893,117.87753505507483,96.79896515235963,False,
00:00:13.993,116.15328582856996,83.30999140940398,False,
00:00:14.094,113.81052317990257,73.07313200672606,False,
00:00:14.195,111.05691696148294,65.07020577697979,False,
00:00:14.297,108.01856241199229,58.61832069425671,False,
00:00:14.340,106.6672814123506,91.6,True,56.13
00:00:14.397,106.0842361255749,89.95149134904003,False,
00:00:14.498,105.09683682326347,89.95149134904003,False,
00:00:14.598,104.17335810299785,89.95149134904003,False,
00:00:14.698,103.30918928146392,89.95149134904003,False,
00:00:14.798,102.49937432312872,89.95149134904003,False,
00:00:14.899,101.73425250133567,89.95149134904003,False,
00:00:15.001,101.0073330879595,89.95149134904003,False,
00:00:15.102,99.98459755325666,78.73785766826556,False,
00:00:15.203,98.3786429739373,69.50356772378228,False,
00:00:15.304,96.38533718980871,62.25598506202141,False,
00:00:15.388,94.48708535173647,71.83,True,57.2
00:00:15.404,94.28550816983807,73.5794080183841,False,
00:00:15.505,93.01307263484821,73.5794080183841,False,
00:00:15.607,91.82036289205715,73.5794080183841,False,
00:00:15.707,90.71438100722413,73.5794080183841,False,
00:00:15.807,89.66923645458061,73.5794080183841,False,
00:00:15.909,88.6797258104933,73.5794080183841,False,
00:00:15.974,88.07421548566339,66.64,True,102.92
00:00:16.009,87.74320667248608,72.90057676088762,False,
00:00:16.110,86.8376962058562,72.90057676088762,False,
00:00:16.211,85.98267753705012,72.90057676088762,False,
00:00:16.312,85.18277089571816,72.90057676088762,False,
00:00:16.413,84.4336066282181,72.90057676088762,False,
00:00:16.514,83.72422860267223,72.90057676088762,False,
00:00:16.615,83.06359559010046,72.90057676088762,False,
00:00:16.717,82.43818069969127,72.90057676088762,False,
00:00:16.817,81.84357159457993,71.1457296149351,False,
00:00:16.918,80.94972228107818,63.58903297551302,False,
00:00:17.019,79.68568057665216,57.432931304566914,False,
00:00:17.030,79.53182028336006,66.91,True,56.71
00:00:17.119,79.09977665044232,71.59048708942449,False,
00:00:17.220,78.63900796095903,71.59048708942449,False,
00:00:17.322,78.20671261715431,71.59048708942449,False,
00:00:17.375,77.99048347777153,90.59,True,173.41
00:00:17.423,79.40409059015361,98.04267533632014,False,
00:00:17.524,81.86349027878148,98.04267533632014,False,
00:00:17.625,83.80126667043426,98.04267533632014,False,
00:00:17.726,85.36719410654601,98.04267533632014,False,
00:00:17.827,86.66542346375664,98.04267533632014,False,
00:00:17.928,87.74186007949027,98.04267533632014,False,
00:00:18.028,88.49551877505023,91.8372914706696,False,
00:00:18.129,88.29415054618309,79.51566073881264,False,
00:00:18.230,87.45155564385391,70.14163882740064,False,
00:00:18.283,86.82303310671001,77.89,True,66.15
