time,song_bpm,walking_bpm
00:00:00.837,72.24421390591708,0
00:00:00.863,70.05662249332723,0
00:00:00.890,67.99357830934025,0
00:00:01.041,58.10257718570167,0
00:00:01.071,56.60112861181646,0
00:00:01.407,56.60112861181646,0.0
00:00:01.427,56.60112861181646,0.0
00:00:01.694,56.60112861181646,112.36
00:00:02.236,110.59343641865661,112.36
00:00:02.252,110.59343641865661,109.49
00:00:02.764,109.49,112.01
00:00:02.959,112.01,0.0
00:00:03.346,112.01,127.66
00:00:03.361,127.66,0.0
00:00:03.862,120.62401290704179,0.0
00:00:03.876,120.62401290704179,95.54
00:00:03.933,95.54,0.0
00:00:04.565,94.9172702287105,0.0
00:00:04.669,81.53559893250667,0.0
00:00:04.687,79.59163380634486,0.0
00:00:04.776,71.1603752190729,0.0
00:00:04.810,68.48078056553776,0.0
00:00:04.850,65.43108874650723,0.0
00:00:04.878,63.59679461422409,0.0
00:00:04.910,61.39774408189286,0.0
00:00:04.926,60.399987711591045,0.0
00:00:04.953,58.90036743357513,0.0
00:00:05.069,52.85389950926136,0.0
00:00:05.085,52.09178783760231,0.0
00:00:05.173,48.44495906905563,0.0
00:00:05.204,47.21086799305508,0.0
00:00:05.294,44.164708876087516,0.0
00:00:05.323,43.15523457656009,0.0
00:00:05.503,38.26372169067656,0.0
00:00:05.517,37.875758035937224,0.0
00:00:05.722,33.593494515422535,0.0
00:00:05.760,32.83714613636945,0.0
00:00:05.786,32.388189437870636,0.0
00:00:05.869,31.00414282604381,0.0
00:00:06.072,28.049663164279597,0.0
00:00:06.089,27.841238998009302,0.0
00:00:06.269,25.694574665846183,0.0
00:00:06.402,24.29783722053816,0.0
00:00:06.461,23.75064647963995,0.0
00:00:06.781,21.084024353952692,0.0
00:00:06.810,20.864521517527738,0.0
00:00:07.099,18.95287602453453,0.0
00:00:07.156,18.618652904481337,0.0
00:00:07.201,18.361379516448675,0.0
00:00:07.269,17.98612587174286,0.0
00:00:07.309,17.773732293768244,0.0
00:00:07.341,17.610224218083363,0.0
00:00:07.393,17.347874325952198,0.0
00:00:07.949,17.347874325952198,0.0
00:00:07.982,17.347874325952198,0.0
00:00:08.225,17.347874325952198,338.98
00:00:08.233,338.98,0.0
00:00:08.282,338.98,276.5
00:00:08.417,276.5,268.46
00:00:08.466,268.46,0.0
00:00:08.647,268.46,263.16
00:00:08.889,263.16,255.32
00:00:09.123,255.32,256.78
00:00:09.169,256.78,0.0
00:00:09.336,256.78,294.12
00:00:09.513,294.12,313.32
00:00:09.710,305.13238541086946,313.32
00:00:09.746,256.79202618754135,313.32
00:00:09.769,256.79202618754135,282.13
00:00:10.006,282.13,276.5
00:00:10.193,276.5,265.88
00:00:10.249,265.88,0.0
00:00:10.392,265.88,315.79
00:00:10.442,315.79,0.0
00:00:10.579,315.79,335.2
00:00:10.745,335.2,347.83
00:00:10.916,347.83,352.25
00:00:10.963,352.25,0.0
00:00:11.093,352.25,337.08
00:00:11.180,337.08,0.0
00:00:11.270,337.08,361.45
00:00:11.320,361.45,0.0
00:00:11.424,361.45,394.74
00:00:11.471,394.74,0.0
00:00:11.597,394.74,392.16
00:00:11.743,392.16,409.56
00:00:11.777,409.56,0.0
00:00:11.877,409.56,476.19
00:00:12.019,476.19,430.11
00:00:12.174,390.03780135303737,430.11
00:00:12.208,319.7588894888981,430.11
00:00:12.224,293.9434792003691,430.11
00:00:12.242,269.39868200756194,430.11
00:00:12.260,250.59346835296824,430.11
00:00:12.275,234.29837081146604,430.11
00:00:12.322,197.85401658412863,430.11
00:00:12.342,186.30324718925613,430.11
00:00:12.399,158.2757221859888,430.11
00:00:12.409,158.2757221859888,271.08
00:00:12.539,271.08,270.27
00:00:12.636,270.27,292.21
00:00:12.749,292.21,521.74
00:00:12.877,475.674106332789,521.74
00:00:12.925,343.28142562502046,521.74
00:00:12.942,312.9980286682628,521.74
00:00:12.959,286.6733875790704,521.74
00:00:12.984,257.1565031948082,521.74
00:00:13.039,257.1565031948082,391.3
00:00:13.106,391.3,381.36
00:00:13.210,381.36,390.46
00:00:13.313,390.46,560.75
00:00:13.415,560.75,584.42
00:00:13.519,584.42,584.42
00:00:13.566,584.42,0.0
00:00:13.631,584.42,0.0
00:00:13.722,584.42,0.0
00:00:13.765,584.42,594.06
00:00:13.786,594.06,0.0
00:00:13.850,594.06,588.24
00:00:13.949,588.24,588.24
00:00:13.999,588.24,0.0
00:00:14.049,588.24,582.52
00:00:14.103,582.52,0.0
00:00:14.162,582.52,588.24
00:00:14.280,588.24,553.0
00:00:14.369,553.0,0.0
00:00:14.472,553.0,588.24
00:00:14.582,588.24,555.56
00:00:14.689,555.56,564.26
00:00:14.819,462.5849499840081,564.26
