time,song_bpm,walking_bpm
00:00:00.837,72.37887612645196,0
00:00:00.869,69.71047761401577,0
00:00:00.901,67.19490932121613,0
00:00:01.061,56.991555833250864,0
00:00:01.088,55.51299808683303,0
00:00:01.449,41.63737999346795,0
00:00:01.480,40.748451601443485,0
00:00:01.528,39.47428530197663,0
00:00:01.543,39.07054124861728,0
00:00:01.583,38.07950601308143,0
00:00:01.845,32.650632031446335,0
00:00:01.878,32.090137626669964,0
00:00:02.534,23.74884444634022,0
00:00:02.550,23.60451071979254,0
00:00:02.582,23.310063244943553,0
