time,song_bpm,walking_bpm
00:00:00.880,68.66818105540617,0
00:00:00.897,67.37440900402119,0
00:00:00.930,64.98122281025742,0
00:00:01.084,55.636339277483046,0
00:00:01.108,54.42547803209625,0
00:00:01.474,40.88730258895154,0
00:00:01.513,39.786480154049976,0
00:00:01.563,38.50668424466406,0
00:00:01.590,37.858146042061556,0
00:00:01.630,36.950872439310565,0
00:00:01.897,31.748721356280143,0
00:00:01.919,31.348887303537108,0
00:00:02.595,23.172331493910384,0
00:00:02.612,23.03109063400645,0
00:00:02.632,22.840650361345137,0
00:00:03.084,19.50511565267413,0
00:00:03.115,19.30493908729789,0
00:00:04.064,14.793504661961704,0
00:00:04.121,14.581824184709188,0
00:00:04.180,14.376895528609113,0
00:00:04.211,14.26860013995414,0
00:00:04.287,14.017479807051377,0
00:00:04.943,12.150889552151176,0
00:00:04.980,12.066240990591325,0
00:00:06.634,9.05319293483393,0
00:00:06.679,8.991052257721673,0
00:00:06.694,8.969951770221634,0
00:00:07.801,7.696820116935841,0
00:00:07.859,7.640932097003292,0
