time,song_bpm,walking_bpm,step_event
00:00:02.247,80.0,80.0,True
00:00:02.774,80.0,114.07,True
00:00:02.779,85.31897306442261,114.07,False
00:00:02.882,86.3496732711792,114.07,False
00:00:02.982,87.35475063323975,114.07,False
00:00:03.084,88.36833715438843,114.07,False
00:00:03.184,89.37443256378174,114.07,False
00:00:03.285,90.37865877151489,114.07,False
00:00:03.387,91.33008113584312,97.8914791884823,False
00:00:03.422,91.41220311347735,102.13,True
00:00:03.489,92.03162746986365,102.13,False
00:00:03.589,92.95446525105618,102.13,False
00:00:03.690,93.71646063048776,102.13,False
00:00:03.792,94.39351281770023,102.13,False
00:00:03.893,94.9780392367914,102.13,False
00:00:03.962,95.3389448327666,104.9,True
00:00:03.994,95.61181924375308,104.9,False
00:00:04.095,96.38699211795283,104.9,False
00:00:04.195,97.06671407238173,104.9,False
00:00:04.299,97.67927708004727,104.9,False
00:00:04.402,98.21088160894708,104.9,False
00:00:04.452,98.45131118298899,108.79,True
00:00:04.502,98.92992959938223,108.79,False
00:00:04.602,99.78286173358056,108.79,False
00:00:04.703,100.5247954643025,108.79,False
00:00:04.804,101.17272111845146,108.79,False
00:00:04.903,101.73114023220985,112.99,True
00:00:04.906,101.76555352965646,112.99,False
00:00:05.006,102.81782486805174,112.99,False
00:00:05.111,103.75984348925948,112.99,False
00:00:05.212,104.52738651273066,112.99,False
00:00:05.312,105.1958086044638,112.99,False
00:00:05.382,105.61329790306047,114.87,True
00:00:05.412,105.86188788218672,114.87,False
00:00:05.514,106.61118402532546,114.87,False
00:00:05.615,107.25278942058031,114.87,False
00:00:05.717,107.83637749240535,114.87,False
00:00:05.802,108.26002666213745,118.89,True
00:00:05.818,108.43047173776968,118.89,False
00:00:05.919,109.37451768264052,118.89,False
00:00:06.021,110.19764620813409,118.89,False
00:00:06.122,110.90044189902946,118.89,False
00:00:06.224,111.5177634718322,118.89,False
00:00:06.296,111.90538550258688,125.3,True
00:00:06.324,112.35430766000161,125.3,False
00:00:06.426,113.69564886584824,125.3,False
00:00:06.526,114.80895221241681,125.3,False
00:00:06.627,115.75831377917534,125.3,False
00:00:06.704,116.39094228762443,131.39,True
00:00:06.731,116.88755894301609,131.39,False
00:00:06.832,118.49048723399191,131.39,False
00:00:06.932,119.82223987884967,131.39,False
00:00:07.033,120.92646302165726,131.39,False
00:00:07.096,121.53424712283766,136.16,True
00:00:07.133,122.18035477087838,136.16,False
00:00:07.233,123.68893341370438,136.16,False
00:00:07.336,124.96634772430149,136.16,False
00:00:07.437,126.0015478290607,136.16,False
00:00:07.444,126.0922118261302,141.62,True
00:00:07.538,127.79738922192698,141.62,False
00:00:07.640,129.29254631666893,141.62,False
00:00:07.740,130.51999577175425,141.62,False
00:00:07.831,131.44666504818252,147.0,True
00:00:07.840,131.66450020947727,147.0,False
00:00:07.940,133.43077620953545,147.0,False
00:00:08.042,134.88143053564806,147.0,False
00:00:08.142,136.08002989312882,147.0,False
