time,song_bpm,walking_bpm
00:00:00.787,76.97705568502748,0
00:00:00.814,74.43688777923272,0
00:00:00.843,71.88042048883369,0
00:00:00.984,61.44054000474613,0
00:00:01.011,59.97507654227896,0
00:00:01.341,45.013525079484324,0
00:00:01.373,43.95195954002239,0
00:00:01.421,42.458027569060995,0
00:00:01.450,41.61966904474534,0
00:00:01.487,40.56558812857476,0
00:00:01.736,34.7145985108456,0
00:00:01.759,34.25199907938432,0
00:00:02.386,25.22853962665791,0
00:00:02.405,25.019838247791785,0
00:00:02.425,24.815459490544896,0
00:00:02.851,21.102351059510454,0
00:00:02.870,20.95917330032833,0
00:00:03.741,16.07357695219703,0
00:00:03.790,15.864421601433973,0
00:00:03.849,15.614871994507022,0
00:00:03.870,15.53273627610567,0
00:00:03.941,15.252960228988742,0
00:00:04.595,13.13897441980523,0
00:00:04.628,12.999297704491655,0
00:00:06.166,9.743597864353813,0
00:00:06.217,9.661352373821936,0
00:00:06.231,9.641283586168818,0
00:00:07.262,8.271010497052556,0
00:00:07.311,8.215157276835534,0
00:00:09.621,6.241393935279968,0
00:00:09.677,6.205275887420329,0
00:00:09.733,6.1693887820282285,0
00:00:09.847,6.097639184809285,0
00:00:10.054,5.972018833894299,0
00:00:11.441,5.247837347684501,0
00:00:11.599,5.17586420424943,0
